sentence,label,norm_subj,norm_obj
"With the real-time PCR, the detection rate of @@ H. influenzae @@ from CSF was high, at 45.2%, followed by S. pneumoniae (21.4%), S. agalactiae (2.4%), E. coli (1.8%), L. monocytogenes (0.6%), and M. pneumoniae (0.6%).çThe detection rate with PCR was significantly better than that with cultures in $$ patients with antibiotic administration $$ (chi2=18.3182; P=0.0000).",1,ncbi:727,OBT:003269
"With the real-time PCR, the detection rate of H. influenzae from CSF was high, at 45.2%, followed by @@ S. pneumoniae @@ (21.4%), S. agalactiae (2.4%), E. coli (1.8%), L. monocytogenes (0.6%), and M. pneumoniae (0.6%).çThe detection rate with PCR was significantly better than that with cultures in $$ patients with antibiotic administration $$ (chi2=18.3182; P=0.0000).",1,ncbi:1313,OBT:003269
"With the real-time PCR, the detection rate of H. influenzae from CSF was high, at 45.2%, followed by S. pneumoniae (21.4%), @@ S. agalactiae @@ (2.4%), E. coli (1.8%), L. monocytogenes (0.6%), and M. pneumoniae (0.6%).çThe detection rate with PCR was significantly better than that with cultures in $$ patients with antibiotic administration $$ (chi2=18.3182; P=0.0000).",1,ncbi:1311,OBT:003269
"With the real-time PCR, the detection rate of H. influenzae from CSF was high, at 45.2%, followed by S. pneumoniae (21.4%), S. agalactiae (2.4%), @@ E. coli @@ (1.8%), L. monocytogenes (0.6%), and M. pneumoniae (0.6%).çThe detection rate with PCR was significantly better than that with cultures in $$ patients with antibiotic administration $$ (chi2=18.3182; P=0.0000).",1,ncbi:562,OBT:003269
"With the real-time PCR, the detection rate of H. influenzae from CSF was high, at 45.2%, followed by S. pneumoniae (21.4%), S. agalactiae (2.4%), E. coli (1.8%), @@ L. monocytogenes @@ (0.6%), and M. pneumoniae (0.6%).çThe detection rate with PCR was significantly better than that with cultures in $$ patients with antibiotic administration $$ (chi2=18.3182; P=0.0000).",1,ncbi:1639,OBT:003269
"With the real-time PCR, the detection rate of H. influenzae from CSF was high, at 45.2%, followed by S. pneumoniae (21.4%), S. agalactiae (2.4%), E. coli (1.8%), L. monocytogenes (0.6%), and @@ M. pneumoniae @@ (0.6%).çThe detection rate with PCR was significantly better than that with cultures in $$ patients with antibiotic administration $$ (chi2=18.3182; P=0.0000).",1,ncbi:1313,OBT:003269
"With the real-time PCR, the detection rate of @@ H. influenzae @@ from $$ CSF $$ was high, at 45.2%, followed by S. pneumoniae (21.4%), S. agalactiae (2.4%), E. coli (1.8%), L. monocytogenes (0.6%), and M. pneumoniae (0.6%).",1,ncbi:727,OBT:000550
"With the real-time PCR, the detection rate of H. influenzae from $$ CSF $$ was high, at 45.2%, followed by @@ S. pneumoniae @@ (21.4%), S. agalactiae (2.4%), E. coli (1.8%), L. monocytogenes (0.6%), and M. pneumoniae (0.6%).",1,ncbi:1313,OBT:000550
"With the real-time PCR, the detection rate of H. influenzae from $$ CSF $$ was high, at 45.2%, followed by S. pneumoniae (21.4%), @@ S. agalactiae @@ (2.4%), E. coli (1.8%), L. monocytogenes (0.6%), and M. pneumoniae (0.6%).",1,ncbi:1311,OBT:000550
"With the real-time PCR, the detection rate of H. influenzae from $$ CSF $$ was high, at 45.2%, followed by S. pneumoniae (21.4%), S. agalactiae (2.4%), @@ E. coli @@ (1.8%), L. monocytogenes (0.6%), and M. pneumoniae (0.6%).",1,ncbi:562,OBT:000550
"With the real-time PCR, the detection rate of H. influenzae from $$ CSF $$ was high, at 45.2%, followed by S. pneumoniae (21.4%), S. agalactiae (2.4%), E. coli (1.8%), @@ L. monocytogenes @@ (0.6%), and M. pneumoniae (0.6%).",1,ncbi:1639,OBT:000550
"With the real-time PCR, the detection rate of H. influenzae from $$ CSF $$ was high, at 45.2%, followed by S. pneumoniae (21.4%), S. agalactiae (2.4%), E. coli (1.8%), L. monocytogenes (0.6%), and @@ M. pneumoniae @@ (0.6%).",1,ncbi:1313,OBT:000550
"In addition to @@ Streptococcus pneumoniae @@, Haemophilus influenzae, and Mycoplasma pneumoniae described previously, five other pathogens, Neisseria meningitidis, Escherichia coli, Streptococcus agalactiae, Staphylococcus aureus, and Listeria monocytogenes, were targeted, based on a large-scale surveillance in Japan.çResults in $$ CSF from neonates and children $$ (n=150), and from adults (n=18) analyzed by real-time PCR with molecular beacon probes were compared with those of conventional culturing.",0,ncbi:1313,OBT:000550
"In addition to @@ Streptococcus pneumoniae @@, Haemophilus influenzae, and Mycoplasma pneumoniae described previously, five other pathogens, Neisseria meningitidis, Escherichia coli, Streptococcus agalactiae, Staphylococcus aureus, and Listeria monocytogenes, were targeted, based on a large-scale surveillance in Japan.çResults in $$ CSF $$ from neonates and children (n=150), and from adults (n=18) analyzed by real-time PCR with molecular beacon probes were compared with those of conventional culturing.",0,ncbi:1313,OBT:000550
"In addition to @@ Streptococcus pneumoniae @@, Haemophilus influenzae, and Mycoplasma pneumoniae described previously, five other pathogens, Neisseria meningitidis, Escherichia coli, Streptococcus agalactiae, Staphylococcus aureus, and Listeria monocytogenes, were targeted, based on a large-scale surveillance in Japan.çResults in CSF from $$ neonates $$ and children (n=150), and from adults (n=18) analyzed by real-time PCR with molecular beacon probes were compared with those of conventional culturing.",0,ncbi:1313,OBT:003269|OBT:003453
"In addition to @@ Streptococcus pneumoniae @@, Haemophilus influenzae, and Mycoplasma pneumoniae described previously, five other pathogens, Neisseria meningitidis, Escherichia coli, Streptococcus agalactiae, Staphylococcus aureus, and Listeria monocytogenes, were targeted, based on a large-scale surveillance in Japan.çResults in CSF from neonates and $$ children $$ (n=150), and from adults (n=18) analyzed by real-time PCR with molecular beacon probes were compared with those of conventional culturing.",0,ncbi:1313,OBT:003269|OBT:003188
